accession	sample_title	breed	scientific_name	sex	center_name
SAMEA5064546	Nordic Red cattle	Nordic Red cattle	Bos taurus	male	ETH ZURICH
SAMEA5064547	Nordic Red cattle	Nordic Red cattle	Bos taurus	male	ETH ZURICH
SAMN05803884	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN05803885	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN05803886	Bos Taurus Sample		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN05803887	Bos Taurus Sample		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02142985	BANDOLIER ESTON DURNESS 42B - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142982	Q A S TRAVELER 23-4 - angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142986	NICHOLS LANDMARK L56 - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02842714	BARDOLENE OF PEAK DOT 204R - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843152	ANGUS ACRES LANCER 60U - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN01915341	Stalburn Garnish 3G - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN01915339	Stalburn Justice 35J - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02843141	STEVENSON EXPEDITION 859K - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843079	1067384	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843101	1067440	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142989	RED BAR-E-L APPROVAL 4L - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02843142	YOUNG DALE KRUGERRAND 3L  - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843143	STEVENSON BRUNO 6371 - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841106	1121114	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142988	TC FREEDOM 104 - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN01915337	Benchmark Survivor 545 - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02839607	CFCC_4431P	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843131	1295406	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142990	TK QUANTUM PHYSICAL 61P - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02941168	G T Shear Force - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841116	LLB_113T - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843144	SOO LINE MOTIVE 9016 - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843145	S A V ELIMINATOR 9105 - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842717	KA133	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842718	KA135	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843054	KA149	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843055	KA281	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941210	HONEST ABE GOLD 87H - Maine Anjou		Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA3706825	Rapid Discovery of De Novo Deleterious Mutations in Cattle Using Genome Sequence Data: Enhancing the Value of Farm Animals as Model Species		Bos taurus		UNIBE-IG
SAMN02142987	FRANCIS OF WYE - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142983	SKYLANDMERE 2058 - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142984	SCHURRTOP FORTUNE 3261 - Angus	Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02941169	TAYLOR OF TROJAN A384 - Angus	Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN04545540	BT200001	Ankole	Bos taurus		Seoul National University
SAMN04545541	BT200015	Ankole	Bos taurus		Seoul National University
SAMN04545542	BT200030	Ankole	Bos taurus		Seoul National University
SAMN04545543	BT200050	Ankole	Bos taurus		Seoul National University
SAMN04545544	BT200073	Ankole	Bos taurus		Seoul National University
SAMN04545545	BT200109	Ankole	Bos taurus		Seoul National University
SAMN04545546	BT200111	Ankole	Bos taurus		Seoul National University
SAMN04545547	BT200122	Ankole	Bos taurus		Seoul National University
SAMN04545548	BT200123	Ankole	Bos taurus		Seoul National University
SAMN04545549	BT200135	Ankole	Bos taurus		Seoul National University
SAMN01915355	Beau Bois Cafe 26C	Blonde d'Aquitaine	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN13389915	Model organism or animal sample from Bos taurus		Bos taurus	female	Teagasc
SAMN02843115	1098046	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843116	1100016	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843117	1111526	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843118	1113008	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843119	1115559	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842697	1116394	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843146	1116624	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842713	DC_25S	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843104	1122240	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841104	WK_95T	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843105	1122554	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842698	1124865	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842699	WK_116U	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843106	1207149	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842703	1208601	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843107	1209142	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN04545538	Bow_1304	Ogaden	Bos indicus		Seoul National University
SAMN04545539	Bow_1688	Ogaden	Bos indicus		Seoul National University
SAMN04545530	Bo_2613		Bos indicus		Seoul National University
SAMN04545531	Bo_37507E		Bos indicus		Seoul National University
SAMN04545532	Bo_392206G		Bos indicus		Seoul National University
SAMN04545533	Bo_439	Ogaden	Bos indicus		Seoul National University
SAMN04545534	Bo_467	Ogaden	Bos indicus		Seoul National University
SAMN04545535	Bo_563006K		Bos indicus		Seoul National University
SAMN05862018	Bo_587		Bos indicus		Seoul National University
SAMN04545537	Bo_672	Ogaden	Bos indicus		Seoul National University
SAMN08435279	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435280	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435281	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435282	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435324	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435283	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435284	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435285	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435286	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435287	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435288	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435289	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435290	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435291	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435292	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435293	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435295	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435296	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435297	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435298	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435299	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435300	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435301	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435302	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435303	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435304	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435305	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435306	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435307	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435308	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435310	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435311	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435312	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435313	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435314	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435315	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435316	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435317	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435318	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435319	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435320	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435321	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435322	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435323	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435326	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN08435327	Model organism or animal sample from Bos indicus		Bos indicus	male	Queensland Alliance for Agriculture and Food Innovation
SAMN05788490	Model organism or animal sample from Bos indicus		Bos indicus	male	University of Missouri
SAMN05788495	Model organism or animal sample from Bos indicus		Bos indicus	male	University of Missouri
SAMN05788496	Model organism or animal sample from Bos indicus		Bos indicus	male	University of Missouri
SAMEA4644752	Shorthorn	Shorthorn	Bos taurus		UNIBE-IG
SAMEA4644757	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644727	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA32997418	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA32981668	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644734	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5714976	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA6163185	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA6163192	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA4644764	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5714974	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5159847	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159886	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA4644728	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA32982418	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644749	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA4644750	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA4644762	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644739	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644755	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA6163195	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA4644763	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644766	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA6163189	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA5714979	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644769	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644754	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159853	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA6163187	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA6163193	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA4644765	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644768	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5714971	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644741	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA4644743	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159875	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644758	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159861	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159862	RM1895		Bos taurus		UNIBE-IG
SAMEA5059742	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA4644740	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA4644742	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA32980918	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159849	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5159867	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159869	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159870	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5059750	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059751	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059759	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5159850	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5059743	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059754	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5159872	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5059752	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059745	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059757	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059746	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5159873	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5059756	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059744	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5059755	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA4644756	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159871	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5059753	Original Braunvieh	Braunvieh	Bos taurus	male	ETH ZURICH
SAMEA5159848	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5159868	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644730	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5159837	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5159843	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5714972	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA5714975	Original Braunvieh	Braunvieh	Bos taurus		UNIBE-IG
SAMEA6163199	Brown Swiss	Brown Swiss	Bos taurus		ETH ZURICH
SAMEA5159874	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159865	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159863	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159866	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA4644735	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMEA5159864	Brown Swiss	Brown Swiss	Bos taurus		UNIBE-IG
SAMN02842704	2UP PEUGEOT ET	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842705	TEE ANCHOR AIGLON	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN01915354	PCFL RAINBOW MONTY 111U		Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02941176	PCFL RAINBOW CHESTER 9D	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941177	PCFL PADDOCK JR 55S	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842706	KJP SKY FIRE 51T	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843108	MC106929	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839608	E-CEE KATMANDU 200B	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843066	LANG'S ERIC THE RED 3E	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843056	KCH41	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941178	ABC GILBERT 10J	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842715	MC236083	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843058	KCH6	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842700	RRZ_121P	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839609	EXL_5152R	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN01915352	Creech 1Y	Charolais	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02839610	HEJ COALMINE 13H	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA4730270	Progressive ataxia case 2		Bos taurus		UNIVERSITY OF BASEL
SAMEA4730269	Progressive ataxia case 1		Bos taurus		UNIVERSITY OF BASEL
SAMEA3869563	FR1893105503		Bos taurus		INRA JOUY-EN-JOSAS
SAMN02839611	PALADIN	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142992	HANNIBAL BM	Charolais	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02843123	JAGUAR	Charolais	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142993	TILL	Charolais	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142991	THE HHP MONTE CARLO 1ST	Charolais	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142994	SLY EASTWOOD PLD 32F	Charolais	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02142995	MSW Y2K	Charolais	Bos taurus		"Livestock Gentec, University of Alberta"
SAMEA33668668	Chianina	Chianina	Bos taurus		UNIBE-IG
SAMEA32999668	Chianina	Chianina	Bos taurus		UNIBE-IG
SAMEA32998168	Chianina	Chianina	Bos taurus		UNIBE-IG
SAMN09087152	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087153	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087154	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087155	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087156	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087157	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087158	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087159	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087160	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087161	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087162	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087163	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087164	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087165	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087166	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087167	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087168	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087169	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087170	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087171	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087172	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087173	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087174	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087175	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087176	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087177	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087178	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087179	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087180	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087181	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087182	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087183	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087184	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087185	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087186	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087187	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087188	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087189	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087190	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087191	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087192	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087193	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087194	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087195	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087196	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087198	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN09087199	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02841105	POTHERIDGE PRESIDENT	Devon	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA19848418	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN05803888	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN05803883	Bos Taurus Sample		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA5714967	Eringer	Eringer	Bos taurus		UNIBE-IG
SAMEA5714968	Evol√®ne	Évolène	Bos taurus		UNIBE-IG
SAMEA5714969	Evol√®ne	Évolène	Bos taurus		UNIBE-IG
